9/16/2016 14:40:43	 # For reference only.  This entire column is a COMMENT!	/mods/extension/dg_importIndex	/mods/identifier[@type='local']	/mods/subject/cartographics/coordinates	/mods/titleInfo/title	/mods/titleInfo[@type='alternative']/title	/mods/name[1]/namePart	/mods/originInfo/dateCreated	/mods/originInfo/dateIssued	/mods/abstract	/mods/note	/mods/subject[@authority='lcsh']/topic	/mods/subject/topic	# ignored	/mods/classification[@authority='local']	/mods/location/shelfLocator	/mods/physicalDescrption/note	/mods/note[@type='reproduction info']		/mods/note[@type='provenance']	# replaced in constants	/mods/originInfo/publisher	OBJ	/mods/genre	/mods/originInfo/dateCaptured		/mods/extension/note[1][@displayLabel='Recorded By']	/mods/extension/note[2][@displayLabel='Modified By']
# grinnell:13656	 grinnell:13656	389	ms107_griho005	41.744198,-92.705564	St. Francis Hospital, Grinnell, Iowa	Saint Francis Hospital|		1925	1925?	St. Francis Hospital was a 35-bed facility owned and operated by the Sisters of St. Francis. The hospital was merged with the Community Hospital in 1967 under the name Grinnell General Hospital.|	Color lithograph print, divided back.|Thesaurus for graphic materials I: subject terms (TGMI) & Grinnell, Iowa, jewel of the prairie: sesquicentennial 1854-2004	Poweshiek County (Iowa)|Grinnell (Iowa)|Health care facilities|Hospitals|Sisters of St. Francis|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgriho005	1 postcard, color, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-18	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	E.C. Kropp Co. (Milwaukee, Wis.)|	lib_isc_powgriho005-sc.jpg	Postcards	2007-06-19	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13716	 grinnell:13716	449	ms107_grima001	41.739133,-92.72409	May Flower Home, Grinnell, Iowa	Mayflower Home|	Wellhouse Studio (Grinnell, Iowa)	1970	1960-1970	Looking east from Broad Street. The Mayflower Home is a not-for-profit continuing care retirement community sponsored by the Iowa Conference United Church of Christ. Number 43323.|	Color lithograph print, divided back.|Thesaurus for graphic materials I: subject terms (TGMI) & Mayflower Homes, Inc. (http://www.mayflowerhomes.com/index.html)	Poweshiek County (Iowa)|Grinnell (Iowa)|Retirement communities|Iowa Conference United Church of Christ|	616 Broad Street, Grinnell, Poweshiek County, Iowa	Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgrima001	1 postcard, color, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-18	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgrima001-sc.jpg	Postcards	2007-06-19	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13719	 grinnell:13719	452	ms107_grima002	41.739643,-92.722652	Mayflower Home, Buckley Hall, Grinnell, Iowa	May Flower Home|	Wellhouse Studio (Grinnell, Iowa)	1970	1960-1970	Looking northwest from Park Street. The Mayflower Home is a not-for-profit continuing care retirement community sponsored by the Iowa Conference United Church of Christ. Number 69724.|	Color lithograph print, divided back.|Thesaurus for graphic materials I: subject terms (TGMI) & Mayflower Homes, Inc. (http://www.mayflowerhomes.com/index.html)	Poweshiek County (Iowa)|Grinnell (Iowa)|Retirement communities|Iowa Conference United Church of Christ|	619 Park Street, Grinnell, Poweshiek County, Iowa	Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgrima002	1 postcard, color, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-18	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgrima002-sc.jpg	Postcards	2007-06-19	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13718	 grinnell:13718	451	ms107_grima003	41.739133,-92.72409	Mayflower Home, Montgomery, Edwards & Pearson Halls, Grinnell, Iowa	May Flower Home|	Hanssen Studio (Grinnell, Iowa)	1980	1970-1980	Looking east from Broad Street. The Mayflower Home is a not-for-profit continuing care retirement community sponsored by the Iowa Conference United Church of Christ. Number 103005.|	Color lithograph print, divided back.|Thesaurus for graphic materials I: subject terms (TGMI) & Mayflower Homes, Inc. (http://www.mayflowerhomes.com/index.html)	Poweshiek County (Iowa)|Grinnell (Iowa)|Retirement communities|Iowa Conference United Church of Christ|	616 Broad Street, Grinnell, Poweshiek County, Iowa	Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgrima003	1 postcard, color, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-18	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgrima003-sc.jpg	Postcards	2007-06-19	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13717	 grinnell:13717	450	ms107_grima006	41.739133,-92.72409	Mayflower Home, Health Center, Grinnell, Iowa	May Flower Home|	Sumner Photography (Grinnell, Iowa)	1970	1960-1970	Looking northwest from Broad Street. The Mayflower Home is a not-for-profit continuing care retirement community sponsored by the Iowa Conference United Church of Christ. Number 68887-C.|	Color lithograph print, divided back.|Thesaurus for graphic materials I: subject terms (TGMI) & Mayflower Homes, Inc. (http://www.mayflowerhomes.com/index.html)	Poweshiek County (Iowa)|Grinnell (Iowa)|Retirement communities|Iowa Conference United Church of Christ|	616 Broad Street, Grinnell, Poweshiek County, Iowa	Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgrima006	1 postcard, color, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-18	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	Dexter Press, Inc. (West Nyack, N.Y.)|	lib_isc_powgrima006-sc.jpg	Postcards	2007-06-19	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13986	 grinnell:13986	719	ms107_grire001	41.750066,-92.724135	North Broad Street, Grinnell, Iowa	|		1910	1900-1910	Looking north on unpaved Broad Street. Number D-13727.|	"Special Colored" print, divided back. Printed in France.|Thesaurus for graphic materials I: subject terms (TGMI)	Poweshiek County (Iowa)|Grinnell (Iowa)|Residential streets|Residential facilities|Houses|Dirt roads|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgrire001	1 postcard, color, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-07	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	American News Company (New York, N.Y.)|	lib_isc_powgrire001-sc.jpg	Postcards	2007-06-19	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13985	 grinnell:13985	718	ms107_grire002	41.750066,-92.724135	North Broad Street, Grinnell, Iowa	|		1915	1915	Looking north on Broad Street. Number R-57050.|	C.T. Photochrom print, divided back.|Thesaurus for graphic materials I: subject terms (TGMI)	Poweshiek County (Iowa)|Grinnell (Iowa)|Residential streets|Residential facilities|Houses|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgrire002	1 postcard, color, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-07	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	Curteich & Co., Inc. (Chicago, Ill.)|	lib_isc_powgrire002-sc.jpg	Postcards	2007-06-19	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13984	 grinnell:13984	717	ms107_grire004	41.74666,-92.72413	Broad Street south, Grinnell, Iowa	|		1914	1914?	1914 postmark.|	Color lithograph print, divided back.|Thesaurus for graphic materials I: subject terms (TGMI)	Poweshiek County (Iowa)|Grinnell (Iowa)|Residential streets|Residential facilities|Houses|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgrire004	1 postcard, color, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-07	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgrire004-sc.jpg	Postcards	2007-06-20	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:14513	 grinnell:14513	1245	ms107_grire007	41.743409,-92.723246	Home of Hon. J.B. Grinnell, Grinnell, Iowa	|		1908	1908?	Looking east from Central Park. Home of J.B. Grinnell and his wife Julia. The cellar was a registered stop in the Underground Railroad. A portion of the house was moved to Broad St south of Third Ave until the late 1970's. 1908 postmark.|	Real photo reprint, divided back.|Thesaurus for graphic materials I: subject terms (TGMI) & Grinnell, Iowa, jewel of the prairie: sesquicentennial 1854-2004	Poweshiek County (Iowa)|Grinnell (Iowa)|Residential streets|Residential facilities|Houses|Grinnell, Josiah Bushnell, 1821-1891|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgrire007	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-07	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgrire007-sc.jpg	Postcards	2007-06-20	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13983	 grinnell:13983	716	ms107_grire009	41.749045,-92.716373	Home of Georgiana Holloway, Grinnell, Iowa	|		1920	1910-1920	Home of Georgiana Holloway, Grinnell College graduate and "prominent grade school teacher for many years."--photo verso. Title supplied by cataloger.|	Real photo, undivided back.|Thesaurus for graphic materials I: subject terms (TGMI)	Poweshiek County (Iowa)|Grinnell (Iowa)|Residential streets|Residential facilities|Houses|Halloway, Georgiana|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgrire009	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-07	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	AZO|	lib_isc_powgrire009-sc.jpg	Postcards	2007-06-20	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13982	 grinnell:13982	715	ms107_grire011	41.74674,-92.725761	Main Street north from Sixth Avenue, Grinnell, Iowa	|		1912	1912?	1912 postmark. Number 16486.|	Real photo reprint, undivided back.|Thesaurus for graphic materials I: subject terms (TGMI)	Poweshiek County (Iowa)|Grinnell (Iowa)|Residential streets|Residential facilities|Houses|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgrire011	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-07	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	Leader, The (Grinnell, Iowa)|	lib_isc_powgrire011-sc.jpg	Postcards	2007-06-20	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:14483	 grinnell:14483	1215	ms107_grire012	41.743409,-92.723246	Charles Noble riding in the rumble seat, Grinnell, Iowa	|		1915	1900-1915	Charles Noble was a faculty member in the English department at Grinnell College from 1893-1919. Title supplied by cataloger.|	Real photo, undivided back.|Thesaurus for graphic materials I: subject terms (TGMI) & Grinnell College Special Collections	Poweshiek County (Iowa)|Grinnell (Iowa)|Residential streets|Vehicles|Automobiles|Noble, Charles|Women		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgrire012	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-21	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgrire012-sc.jpg	Postcards	2007-06-20	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13981	 grinnell:13981	714	ms107_grire013	41.746371,-92.726104	H.W. Spaulding Home, Montie and Betty Hammond, Grinnell, Iowa	|		1990	1980-1990	Looking north from Sixth Avenue. Number J14178. Henry W. Spaulding's home showcases a large staircase, 2 fireplaces, burl walnut and oak woodwork, leaded stained glass windows and Quizel chandeliers. It has 19 rooms, including a 3rd floor ballroom.|The home is currently owned by Montie and Betty Hammond.	Real photo reprint, divided back.|Thesaurus for graphic materials I: subject terms (TGMI)	Poweshiek County (Iowa)|Grinnell (Iowa)|Residential streets|Residential facilities|Houses|Spaulding, Henry W.|	1103 Main Street, Grinnell, Poweshiek County, Iowa	Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgrire013	1 postcard, color, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-07	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	Dunlap Post Card Co. (Omaha, Neb.)|	lib_isc_powgrire013-sc.jpg	Postcards	2007-06-20	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:14512	 grinnell:14512	1244	ms107_griro001	41.743409,-92.723246	Photo taken by [Billy] Robinson from his monoplane, Grinnell, Iowa	|	Robinson, W.C. "Billy"	1914	1914?	Looking south at Main Street, Broad Street, Spring Street and West Street. 1914 postmark. W.C. "Billy" Robinson was an early aviator who set an American nonstop distance flight record in 1914.|He became the second officially appointed air mail carrier in the U.S. He built his own airplane & invented a rotary airplane engine. Robinson was killed in 1916 at age 31 in a plane crash while attempting to set an altitude record.	Real photo, divided back with Kruxo logo.|Thesaurus for graphic materials I: subject terms (TGMI) & Grinnell, Iowa, jewel of the prairie: sesquicentennial 1854-2004	Poweshiek County (Iowa)|Grinnell (Iowa)|Aerial views|Commercial streets|Commercial facilities|Residential streets|Robinson, W.C. (Billy), 1885-1916		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgriro001	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-21	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	Iowa Calendar Co. (Marshalltown, Iowa)|KRUXO	lib_isc_powgriro001-sc.jpg	Postcards	2007-06-21	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:14511	 grinnell:14511	1243	ms107_griro002	41.743409,-92.723246	Death photo of Billy Robinson, Grinnell, Iowa	|		1916	1916	Billy Robinson's broken body lying next to his monoplane. W.C. "Billy" Robinson was an early aviator who set an American nonstop distance flight record in 1914.|He became the second officially appointed air mail carrier in the U.S. He built his own airplane & invented a rotary airplane engine. Robinson was killed in 1916 at age 31 in a plane crash while attempting to set an altitude record.	Real photo, undivided back.|Thesaurus for graphic materials I: subject terms (TGMI) & Grinnell, Iowa, jewel of the prairie: sesquicentennial 1854-2004	Poweshiek County (Iowa)|Grinnell (Iowa)|Dead persons|Airplanes|Monoplanes|Vehicles|Robinson, W.C. (Billy), 1885-1916		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgriro002	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-21	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	AZO|	lib_isc_powgriro002-sc.jpg	Postcards	2007-06-21	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:14510	 grinnell:14510	1242	ms107_griro003	41.743409,-92.723246	[Billy] Robinson flying, Grinnell, Iowa	|		1920	1910-1920	W.C. "Billy" Robinson was an early aviator who set an American nonstop distance flight record in 1914.|He became the second officially appointed air mail carrier in the U.S. He built his own airplane & invented a rotary airplane engine. Robinson was killed in 1916 at age 31 in a plane crash while attempting to set an altitude record.	Real photo.|Thesaurus for graphic materials I: subject terms (TGMI) & Grinnell, Iowa, jewel of the prairie: sesquicentennial 1854-2004	Poweshiek County (Iowa)|Grinnell (Iowa)|Airplanes|Monoplanes|Vehicles|Robinson, W.C. (Billy), 1885-1916|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgriro003	1 photograph, b&w, 8 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-21	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgriro003-sc.jpg	Photographs	2007-06-21	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:14509	 grinnell:14509	1241	ms107_grisc001	41.746729,-92.717036	Cooper School, Grinnell, Iowa	|		1915	1915?	Looking north. Cooper School was built in 1889 and named for Co. S.F. Cooper, the first teacher in Grinnell. The building was closed in 1974 and sold it to Grinnell College. Cooper was torn down in 1994. 1915 postmark.|	Hand-tinted real photo reprint, divided back.|Thesaurus for graphic materials I: subject terms (TGMI) & Grinnell, Iowa, jewel of the prairie: sesquicentennial 1854-2004	Poweshiek County (Iowa)|Grinnell (Iowa)|Educational facilities|Public schools|Cooper, Col. S. F.|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgrisc001	1 postcard, color, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-18	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgrisc001-sc.jpg	Postcards	2007-06-21	2016-08-31	Sharon Clayton	Sharon Clayton
